lng,lat
70.37548065300007,51.813980103000176
70.37195587200006,51.83541107200011
70.34561157300016,51.836921693000136
70.34512329100005,51.87940597599999
70.37807464700012,51.87751770000011
70.33498382500011,51.90121078500016
70.33142852800017,51.9226417540001
70.34828186100009,51.94715499800009
70.31528473000009,51.94902801600017
70.32196807800011,51.99534606900016
70.3111877450001,52.01293182300003
70.34545135600013,52.019485475000124
70.34127807500005,52.03670120200019
70.28838348400006,52.039684296000075
70.36550140300005,52.11174011300011
70.41905975300017,52.11294937200006
70.44385528700008,52.14550781300005
70.46990966800013,52.186481476000154
70.52390289300013,52.1451721200001
70.55636596700009,52.13905716000005
70.74188232500012,52.17504882700018
70.74037933400018,52.20915222300016
70.78731536900011,52.21067810200003
70.86650085400015,52.24861144900012
70.9042282100001,52.233642578000115
70.88516235399999,52.19646072300009
70.94601440500008,52.116302490000066
70.91174316400003,52.10980987500011
70.9097824100001,52.09716415500009
70.96843719600008,52.08944702100018
70.98490142800006,52.10974884000012
71.0086135860002,52.09132385400011
71.04157257100007,52.13192749100011
70.99740600600012,52.18986511200012
71.01918792700013,52.20134735200003
70.9973907480001,52.23242950400015
71.02578735300017,52.24352264300006
71.10369873100018,52.23040008600009
71.18556976300005,52.24255752600004
71.12358093300014,52.27179336600017
71.10776519700016,52.29827880900018
71.10716247600016,52.33663940400004
71.21955871600011,52.32996368400018
71.25498962400013,52.425830841
71.31067657500006,52.43955612200011
71.31908416700009,52.532810212000186
71.39987945500019,52.617511750000176
71.5763702380001,52.67089843700006
71.8619384770002,52.538074493000124
71.94513702300014,52.51555633600009
71.917312622,52.470264436000036
71.94969177200016,52.46384430000012
72.08792877200017,52.52748489400011
72.21756744400017,52.462768555000196
72.26913452100013,52.489231110000105
72.37007141100014,52.490676880000194
72.52864074600012,52.513622285000054
72.57412719700005,52.467212678000124
72.71585083100001,52.39627838100017
72.71231079000012,52.41377258300008
72.76532745400004,52.4097290040001
72.775108338,52.35298538300009
72.73461914000012,52.351787567000144
72.76774597200011,52.27606582599998
72.75802612200005,52.25959777900016
72.78717804000019,52.235832215000016
72.7716369630001,52.22412872400008
72.78095245400004,52.20189666800019
72.73163604800004,52.188495637000074
72.73435974100005,52.1667861950001
72.71302032600005,52.15982818600003
72.64826202400013,52.134689331
72.62081146200012,52.09380722000003
72.57086944500014,52.07611465400004
72.57793426600017,52.041221619
72.63289642400014,52.04992675900013
72.671630859,52.04266357400007
72.66699981700003,52.01724624700012
72.56648254400017,51.97768020600017
72.58085632300009,51.946540832000096
72.574745179,51.9126701350001
72.59915161200013,51.86360550000006
72.51308441200013,51.865867614000194
72.46081543000008,51.90841293300008
72.20223999100017,51.83751297000015
72.16864013700012,51.79712677000009
72.09796142500005,51.772270203000176
72.02074432400002,51.786369324000134
72.00029754600007,51.82206344600013
71.74442291300016,51.839893342000096
71.73223113900019,51.806529999000134
71.54792022700008,51.81468200800009
71.5423889160001,51.7808876040001
71.39166259800004,51.790798187
71.31303405800003,51.79586410600007
71.219291688,51.78902435300017
71.1234817510001,51.72687530600007
70.724479674,51.79782867400007
70.77092742800016,51.84180450400015
70.74401092500017,51.83915710500003
70.66199493400012,51.822769165000125
70.62976837100007,51.828914643000076
70.6300201410001,51.78642272900004
70.57684326100008,51.785301209000124
70.5752944940001,51.819370270000036
70.37548065300007,51.813980103000176
71.81959533800011,50.40570449900014
71.9113464350001,50.488304138
71.89350128100011,50.53644943299997
71.92415619000013,50.5639877320001
71.91487121500006,50.58596801900018
71.88417053200016,50.59674453700012
71.95269775500009,50.65557479800009
71.8396835320001,50.71924972500017
71.9269180300002,50.77251434300018
71.90683746400015,50.80807876700004
71.84023285000006,50.800151825
71.86226654000006,50.892311096000014
71.8169555670001,50.93395233300009
71.75387573300014,50.90864944500015
71.70811462400007,51.02698898300014
71.75272369400011,51.01955413900015
71.75116729700005,51.04951095500007
71.84172058000007,51.08140945500003
71.91012573300003,51.059406281000065
71.94386291600017,51.142295838000166
71.85377502500012,51.15306854300019
71.8205108640002,51.18958282400007
71.86576080400016,51.263168335000046
72.07302856400008,51.32075119000018
72.10263061600011,51.30149078300002
72.18872070300017,51.34213257000005
72.2141342160001,51.37444305400015
72.20343780500019,51.426544190000186
72.28160858200005,51.42072296200007
72.37681579600013,51.36222076399997
72.41735076900017,51.36769104000018
72.4125747670002,51.30389785800014
72.45458221500013,51.317790984
72.4795150760001,51.27310562200006
72.50775909500015,51.28375625700011
72.578804016,51.23974609400017
72.60052490200007,51.17817306500007
72.63632965200014,51.15825653100012
72.7262115490002,51.14687347500006
72.85546112000009,51.02959442200017
72.96113586500013,51.03382873500016
72.99410247700001,51.06962204000007
73.03285980300012,51.06643676800013
73.02728271400008,51.03694915900002
73.07246398900014,51.03321838400018
73.08296966600017,51.019512177000024
73.01773071200006,50.98641204900014
73.0347671500001,50.9379730230001
73.15956878600014,50.974632264000036
73.215141297,50.95713043200004
73.25047302300004,50.90282440200019
73.194953919,50.88613128700001
73.10889434900014,50.88051605200002
73.06793212899998,50.83690643300014
72.90616607600003,50.88014221100008
72.84778595100016,50.812263487999985
72.80763244700017,50.80697250500003
72.79808807400013,50.79066085800014
72.82712555000018,50.77122879000012
72.759185791,50.721214294000106
72.61476898200004,50.71568679800015
72.60866546600005,50.6820335380001
72.57164764400011,50.69350051800012
72.52062225300006,50.663391114000035
72.54893493700018,50.639831543000184
72.4764556880001,50.59862136900017
72.58505248900019,50.55167770500003
72.50211334300019,50.52412414600008
72.38706970200013,50.57149124100016
72.34756469800016,50.53193283200011
72.27336120600017,50.5163536070001
72.29554748600015,50.42092514000012
72.22862243700013,50.40904235800019
72.24267578100006,50.378154756000185
72.11705017100013,50.438838959000066
71.90709686300005,50.42477417000009
71.8822174070001,50.392578125000114
71.81959533800011,50.40570449900014
70.32196807800011,51.99534606900016
70.31528473000009,51.94902801600017
70.34828186100009,51.94715499800009
70.33142852800017,51.9226417540001
70.33498382500011,51.90121078500016
70.37807464700012,51.87751770000011
70.34512329100005,51.87940597599999
70.34561157300016,51.836921693000136
70.37195587200006,51.83541107200011
70.37548065300007,51.813980103000176
70.32574463000009,51.79135894800015
70.30893707200016,51.76684951900006
70.3393936170001,51.74812316900011
70.27891540500013,51.696403503000056
70.23229980400004,51.69481658900003
